Date,Open,High,Low,Close,Adj Close,Volume
2005-03-09,0.796813,0.804505,0.788022,0.795862,0.795862,0
2005-03-10,0.795862,0.796813,0.781250,0.784621,0.784621,0
2005-03-11,0.784621,0.796495,0.784621,0.792707,0.792707,0
2005-03-14,0.793651,0.793651,0.774593,0.776398,0.776398,0
2005-03-15,0.778210,0.778210,0.768049,0.768049,0.768049,0
2005-03-16,0.760456,0.763942,0.751315,0.760746,0.760746,0
2005-03-17,0.761615,0.767754,0.750413,0.759878,0.759878,0
2005-03-18,0.764526,0.771010,0.760456,0.760456,0.760456,0
2005-03-21,0.763359,0.764818,0.746269,0.749064,0.749064,0
2005-03-22,0.748503,0.758150,0.742115,0.742115,0.742115,0
2005-03-23,0.757576,0.757576,0.731797,0.736377,0.736377,0
2005-03-24,0.742942,0.746269,0.733138,0.733407,0.733407,0
2005-03-25,0.739372,0.740741,0.739372,0.740192,0.740192,0
2005-03-28,0.725163,0.725953,0.724638,0.725689,0.725689,0
2005-03-29,0.728332,0.731529,0.718907,0.720461,0.720461,0
2005-03-30,0.727273,0.738280,0.727114,0.734754,0.734754,0
2005-03-31,0.735294,0.749064,0.735294,0.741565,0.741565,0
2005-04-01,0.746269,0.758438,0.738007,0.740741,0.740741,0
2005-04-04,0.740741,0.743771,0.730727,0.733138,0.733138,0
2005-04-05,0.735294,0.741290,0.729661,0.738007,0.738007,0
2005-04-06,0.738007,0.749064,0.738007,0.740192,0.740192,0
2005-04-07,0.747664,0.751880,0.743771,0.743771,0.743771,0
2005-04-08,0.747105,0.747105,0.740741,0.742391,0.742391,0
2005-04-11,0.744048,0.749344,0.741015,0.744048,0.744048,0
2005-04-12,0.746269,0.749625,0.739098,0.742391,0.742391,0
2005-04-13,0.750469,0.751880,0.745712,0.746826,0.746826,0
2005-04-14,0.748223,0.749064,0.732601,0.733138,0.733138,0
2005-04-15,0.727273,0.735565,0.726216,0.733138,0.733138,0
2005-04-18,0.735565,0.735565,0.727273,0.730460,0.730460,0
2005-04-19,0.732869,0.734754,0.729927,0.734754,0.734754,0
2005-04-20,0.738007,0.740741,0.734214,0.740466,0.740466,0
2005-04-21,0.740192,0.740741,0.733945,0.733945,0.733945,0
2005-04-22,0.740741,0.742391,0.738007,0.738825,0.738825,0
2005-04-25,0.739919,0.740192,0.733138,0.733676,0.733676,0
2005-04-26,0.738552,0.740192,0.733945,0.735294,0.735294,0
2005-04-27,0.737463,0.737463,0.727802,0.727802,0.727802,0
2005-04-28,0.731261,0.731261,0.718133,0.718133,0.718133,0
2005-04-29,0.718133,0.726480,0.716589,0.723851,0.723851,0
2005-05-02,0.722543,0.727273,0.722543,0.727273,0.727273,0
2005-05-03,0.728067,0.737463,0.728067,0.734754,0.734754,0
2005-05-04,0.742666,0.746826,0.740741,0.746826,0.746826,0
2005-05-05,0.746269,0.746269,0.746269,0.746269,0.746269,0
2005-05-06,0.747384,0.747384,0.743771,0.743771,0.743771,0
2005-05-09,0.740741,0.740741,0.737463,0.740741,0.740741,0
2005-05-10,0.740741,0.740741,0.733138,0.733138,0.733138,0
2005-05-11,0.731797,0.734754,0.730994,0.731529,0.731529,0
2005-05-12,0.735673,0.741840,0.735673,0.736920,0.736920,0
2005-05-13,0.736920,0.737463,0.731797,0.731797,0.731797,0
2005-05-16,null,null,null,null,null,null
2005-05-17,0.729395,0.730994,0.724900,0.728067,0.728067,0
2005-05-18,0.727802,0.732869,0.727802,0.732869,0.732869,0
2005-05-19,0.736920,0.737191,0.732601,0.736920,0.736920,0
2005-05-20,0.736377,0.739645,0.726744,0.726744,0.726744,0
2005-05-23,0.727273,0.729661,0.721241,0.724638,0.724638,0
2005-05-24,0.725689,0.728597,0.722022,0.727273,0.727273,0
2005-05-25,0.727273,0.727273,0.721241,0.726058,0.726058,0
2005-05-26,0.724638,0.728863,0.723066,0.726216,0.726216,0
2005-05-27,0.726216,0.734484,0.726216,0.734484,0.734484,0
2005-05-30,0.733138,0.736920,0.730460,0.736920,0.736920,0
2005-05-31,0.734214,0.742666,0.731529,0.736920,0.736920,0
2005-06-01,0.738552,0.742942,0.735294,0.741290,0.741290,0
2005-06-02,0.741290,0.746269,0.739098,0.746269,0.746269,0
2005-06-03,0.752445,0.752445,0.737191,0.737191,0.737191,0
2005-06-06,0.735294,0.736377,0.732601,0.736377,0.736377,0
2005-06-07,0.738552,0.741565,0.733676,0.733676,0.733676,0
2005-06-08,0.734322,0.740192,0.731529,0.740192,0.740192,0
2005-06-09,0.737463,0.740741,0.733676,0.736648,0.736648,0
2005-06-10,0.738007,0.741015,0.734754,0.734754,0.734754,0
2005-06-13,0.730994,0.730994,0.727802,0.728332,0.728332,0
2005-06-14,0.735294,0.735294,0.725163,0.725163,0.725163,0
2005-06-15,0.726216,0.732064,0.726216,0.732064,0.732064,0
2005-06-16,0.731529,0.737735,0.731529,0.735024,0.735024,0
2005-06-17,0.739098,0.740192,0.739098,0.740192,0.740192,0
2005-06-20,0.739098,0.741840,0.738007,0.738007,0.738007,0
2005-06-21,0.736377,0.739098,0.735835,0.739098,0.739098,0
2005-06-22,0.742942,0.743218,0.740192,0.743218,0.743218,0
2005-06-23,0.742777,0.742777,0.739645,0.742391,0.742391,0
2005-06-24,0.742391,0.745712,0.741840,0.741840,0.741840,0
2005-06-27,0.745990,0.745990,0.741840,0.744435,0.744435,0
2005-06-28,0.744435,0.747664,0.744435,0.747664,0.747664,0
2005-06-29,0.746547,0.749344,0.743494,0.749344,0.749344,0
2005-06-30,0.749064,0.753864,0.749064,0.753864,0.753864,0
2005-07-01,0.754148,0.754148,0.750751,0.752729,0.752729,0
2005-07-04,0.749625,0.750751,0.747943,0.747943,0.747943,0
2005-07-05,0.748223,0.748223,0.743605,0.746547,0.746547,0
2005-07-06,0.746826,0.746826,0.741840,0.741840,0.741840,0
2005-07-07,0.744713,0.744713,0.732977,0.741565,0.741565,0
2005-07-08,0.742115,0.749064,0.741290,0.744879,0.744879,0
2005-07-11,0.749064,0.749064,0.746826,0.748223,0.748223,0
2005-07-12,0.752445,0.755287,0.751880,0.755287,0.755287,0
2005-07-13,0.755002,0.759590,0.750188,0.753012,0.753012,0
2005-07-14,0.751315,0.755858,0.751315,0.753012,0.753012,0
2005-07-15,0.757576,0.758150,0.754717,0.754717,0.754717,0
2005-07-18,0.754148,0.754831,0.751315,0.751315,0.751315,0
2005-07-19,0.754148,0.754148,0.751315,0.751315,0.751315,0
2005-07-20,0.755858,0.755858,0.752729,0.752729,0.752729,0
2005-07-21,0.757576,0.759878,0.754717,0.754717,0.754717,0
2005-07-22,0.759301,0.759705,0.749064,0.749344,0.749344,0
2005-07-25,0.750188,0.753012,0.749906,0.750188,0.750188,0
2005-07-26,0.749625,0.749625,0.743494,0.746826,0.746826,0
2005-07-27,0.748503,0.751315,0.748503,0.748503,0.748503,0
2005-07-28,0.751880,0.755858,0.748503,0.755858,0.755858,0
2005-07-29,0.757002,0.759994,0.754717,0.756830,0.756830,0
2005-08-01,0.755629,0.762195,0.755287,0.758150,0.758150,0
2005-08-02,0.758150,0.761615,0.754717,0.761325,0.761325,0
2005-08-03,0.759301,0.767165,0.757002,0.763068,0.763068,0
2005-08-04,0.763068,0.766284,0.760456,0.763359,0.763359,0
2005-08-05,0.763359,0.770119,0.758725,0.760746,0.760746,0
2005-08-08,0.759878,0.762486,0.756430,0.756430,0.756430,0
2005-08-09,0.756430,0.761905,0.753579,0.755287,0.755287,0
2005-08-10,0.755287,0.763359,0.755287,0.757002,0.757002,0
2005-08-11,0.757002,0.761325,0.751880,0.753012,0.753012,0
2005-08-12,0.753012,0.755858,0.740192,0.742391,0.742391,0
2005-08-15,0.742391,0.746269,0.734484,0.744602,0.744602,0
2005-08-16,0.744602,0.747943,0.740741,0.742391,0.742391,0
2005-08-17,0.742391,0.744048,0.729395,0.730994,0.730994,0
2005-08-18,0.730994,0.735835,0.728863,0.729927,0.729927,0
2005-08-19,0.729927,0.734754,0.724638,0.725163,0.725163,0
2005-08-22,0.725163,0.737463,0.725163,0.735835,0.735835,0
2005-08-23,0.735835,0.740192,0.731315,0.732601,0.732601,0
2005-08-24,0.732601,0.736106,0.728332,0.732332,0.732332,0
2005-08-25,0.732332,0.735294,0.726216,0.732601,0.732601,0
2005-08-26,0.732601,0.741840,0.732601,0.737463,0.737463,0
2005-08-29,0.737463,0.741015,0.735565,0.738007,0.738007,0
2005-08-30,0.738007,0.740741,0.738007,0.740741,0.740741,0
2005-08-31,0.736648,0.748503,0.735565,0.744879,0.744879,0
2005-09-01,0.744879,0.753296,0.744879,0.749625,0.749625,0
2005-09-02,0.746826,0.757576,0.743494,0.749625,0.749625,0
2005-09-05,0.749625,0.755858,0.747105,0.751315,0.751315,0
2005-09-06,0.751315,0.755002,0.748447,0.752163,0.752163,0
2005-09-07,0.752163,0.757576,0.748503,0.750188,0.750188,0
2005-09-08,0.750188,0.755287,0.748447,0.750469,0.750469,0
2005-09-09,0.750469,0.755002,0.749176,0.749625,0.749625,0
2005-09-12,0.751597,0.754432,0.747384,0.747943,0.747943,0
2005-09-13,0.747943,0.752163,0.744602,0.745156,0.745156,0
2005-09-14,0.745156,0.753012,0.742391,0.746269,0.746269,0
2005-09-15,0.746269,0.751597,0.742942,0.747664,0.747664,0
2005-09-16,0.747664,0.753864,0.744325,0.745990,0.745990,0
2005-09-19,0.748223,0.748783,0.741840,0.744325,0.744325,0
2005-09-20,0.744325,0.751597,0.738552,0.745156,0.745156,0
2005-09-21,null,null,null,null,null,null
2005-09-22,0.745156,0.752445,0.740192,0.746547,0.746547,0
2005-09-23,0.746547,0.750188,0.737463,0.742666,0.742666,0
2005-09-26,0.742666,0.746826,0.739645,0.742666,0.742666,0
2005-09-27,0.742666,0.750188,0.739098,0.739098,0.739098,0
2005-09-28,0.739098,0.746547,0.738552,0.741840,0.741840,0
2005-09-29,0.741840,0.746826,0.740741,0.741840,0.741840,0
2005-09-30,0.741840,0.748503,0.740192,0.744048,0.744048,0
2005-10-03,0.738552,0.749064,0.730460,0.749064,0.749064,0
2005-10-04,0.749064,0.755572,0.735294,0.740192,0.740192,0
2005-10-05,0.740192,0.744602,0.737191,0.740741,0.740741,0
2005-10-06,0.740741,0.744602,0.733138,0.735294,0.735294,0
2005-10-07,0.735294,0.744602,0.734214,0.743494,0.743494,0
2005-10-10,0.743494,0.750469,0.741290,0.741840,0.741840,0
2005-10-11,0.741840,0.747943,0.738552,0.742115,0.742115,0
2005-10-12,0.742115,0.745712,0.734754,0.735835,0.735835,0
2005-10-13,0.735835,0.740466,0.728332,0.732064,0.732064,0
2005-10-14,0.732064,0.736377,0.728014,0.733138,0.733138,0
2005-10-17,0.730994,0.741015,0.730994,0.735294,0.735294,0
2005-10-18,0.735294,0.738007,0.730460,0.730994,0.730994,0
2005-10-19,0.730994,0.735024,0.726744,0.730994,0.730994,0
2005-10-20,0.730994,0.738007,0.730460,0.732332,0.732332,0
2005-10-21,0.734754,0.739645,0.730994,0.734754,0.734754,0
2005-10-24,0.734754,0.740192,0.733138,0.735294,0.735294,0
2005-10-25,0.735294,0.742942,0.733407,0.740192,0.740192,0
2005-10-26,0.740192,0.744048,0.736920,0.738280,0.738280,0
2005-10-27,0.738280,0.745156,0.737191,0.740741,0.740741,0
2005-10-28,0.740741,0.744879,0.739536,0.740741,0.740741,0
2005-10-31,0.740466,0.746547,0.740028,0.742942,0.742942,0
2005-11-01,0.740741,0.745712,0.740741,0.743771,0.743771,0
2005-11-02,0.741015,0.745990,0.740741,0.743494,0.743494,0
2005-11-03,0.743494,0.747217,0.740192,0.742115,0.742115,0
2005-11-04,0.742115,0.745434,0.735294,0.735835,0.735835,0
2005-11-07,0.735835,0.740466,0.733945,0.736377,0.736377,0
2005-11-08,0.736377,0.739645,0.732064,0.735565,0.735565,0
2005-11-09,0.735565,0.740741,0.733084,0.735943,0.735943,0
2005-11-10,0.735943,0.738552,0.732601,0.733676,0.733676,0
2005-11-11,0.733676,0.737191,0.732279,0.737191,0.737191,0
2005-11-14,0.734646,0.739098,0.731636,0.735294,0.735294,0
2005-11-15,0.735294,0.739919,0.732869,0.737463,0.737463,0
2005-11-16,0.737463,0.742115,0.735024,0.735835,0.735835,0
2005-11-17,0.735835,0.742115,0.735294,0.741290,0.741290,0
2005-11-18,0.741290,0.742391,0.728014,0.732064,0.732064,0
2005-11-21,0.732064,0.738825,0.731529,0.733138,0.733138,0
2005-11-22,0.733138,0.736377,0.729501,0.733676,0.733676,0
2005-11-23,0.733676,0.739645,0.733676,0.737191,0.737191,0
2005-11-24,0.737191,0.740466,0.736106,0.739372,0.739372,0
2005-11-25,0.739372,0.741290,0.736106,0.737191,0.737191,0
2005-11-28,0.737463,0.741565,0.734322,0.738825,0.738825,0
2005-11-29,0.738825,0.741895,0.737191,0.738280,0.738280,0
2005-11-30,0.738280,0.741290,0.737083,0.738007,0.738007,0
2005-12-01,0.738007,0.741290,0.735835,0.736106,0.736106,0
2005-12-02,0.736106,0.740466,0.734538,0.737735,0.737735,0
2005-12-05,0.737735,0.743052,0.735781,0.739262,0.739262,0
2005-12-06,0.739262,0.742391,0.737083,0.740192,0.740192,0
2005-12-07,0.740192,0.742391,0.736377,0.738007,0.738007,0
2005-12-08,0.738007,0.743771,0.736920,0.738280,0.738280,0
2005-12-09,0.738280,0.743771,0.736648,0.736920,0.736920,0
2005-12-12,0.736920,0.746269,0.736377,0.742115,0.742115,0
2005-12-13,0.742115,0.746269,0.741675,0.743218,0.743218,0
2005-12-14,0.743218,0.748783,0.742666,0.743218,0.743218,0
2005-12-15,0.743218,0.747384,0.741015,0.742115,0.742115,0
2005-12-16,0.742115,0.745268,0.739426,0.745156,0.745156,0
2005-12-19,0.745712,0.745712,0.740741,0.740741,0.740741,0
2005-12-20,0.740741,0.745545,0.740302,0.740741,0.740741,0
2005-12-21,0.740741,0.744048,0.738552,0.740741,0.740741,0
2005-12-22,0.740741,0.743218,0.739098,0.740741,0.740741,0
2005-12-23,0.740741,0.744879,0.740631,0.741015,0.741015,0
2005-12-26,0.741015,0.744879,0.741015,0.742942,0.742942,0
2005-12-27,0.742942,0.745712,0.740412,0.741290,0.741290,0
2005-12-28,0.741290,0.745712,0.741290,0.741730,0.741730,0
2005-12-29,0.741730,0.745545,0.740741,0.741840,0.741840,0
2005-12-30,0.741840,0.745990,0.740192,0.740741,0.740741,0
2006-01-02,0.740741,0.744879,0.740466,0.741015,0.741015,0
2006-01-03,0.741015,0.749064,0.741015,0.745156,0.745156,0
2006-01-04,0.745156,0.753296,0.745156,0.750300,0.750300,0
2006-01-05,0.750300,0.753296,0.747719,0.750469,0.750469,0
2006-01-06,0.750469,0.764818,0.748391,0.753012,0.753012,0
2006-01-09,0.753012,0.755858,0.747384,0.749625,0.749625,0
2006-01-10,0.749344,0.752729,0.740741,0.744325,0.744325,0
2006-01-11,0.744325,0.753012,0.744325,0.749738,0.749738,0
2006-01-12,0.749738,0.752559,0.747049,0.748783,0.748783,0
2006-01-13,0.748783,0.751597,0.745101,0.748223,0.748223,0
2006-01-16,0.748223,0.755858,0.748223,0.752276,0.752276,0
2006-01-17,0.752276,0.755002,0.747943,0.747943,0.747943,0
2006-01-18,0.747943,0.755287,0.747496,0.748223,0.748223,0
2006-01-19,0.748223,0.754148,0.747887,0.749064,0.749064,0
2006-01-20,0.749064,0.752445,0.747831,0.749064,0.749064,0
2006-01-23,0.749064,0.761325,0.749064,0.755002,0.755002,0
2006-01-24,0.755002,0.761905,0.755002,0.755858,0.755858,0
2006-01-25,0.755858,0.762544,0.755287,0.757002,0.757002,0
2006-01-26,0.757002,0.761615,0.754774,0.755116,0.755116,0
2006-01-27,0.755116,0.761905,0.754148,0.758553,0.758553,0
2006-01-30,0.755858,0.759590,0.752672,0.755858,0.755858,0
2006-01-31,0.755858,0.761615,0.753182,0.755858,0.755858,0
2006-02-01,0.755858,0.761615,0.754717,0.755858,0.755858,0
2006-02-02,0.755858,0.759590,0.753012,0.755858,0.755858,0
2006-02-03,0.755858,0.760572,0.753012,0.755858,0.755858,0
2006-02-06,0.755858,0.759590,0.751202,0.753296,0.753296,0
2006-02-07,0.753296,0.759590,0.751428,0.751880,0.751880,0
2006-02-08,0.751880,0.755744,0.749288,0.751880,0.751880,0
2006-02-09,0.751880,0.757576,0.750807,0.751880,0.751880,0
2006-02-10,0.751880,0.760746,0.751880,0.751880,0.751880,0
2006-02-13,0.755572,0.758150,0.750638,0.754148,0.754148,0
2006-02-14,0.754148,0.759071,0.752445,0.753864,0.753864,0
2006-02-15,0.753864,0.759301,0.746269,0.749906,0.749906,0
2006-02-16,0.749906,0.757633,0.749906,0.753296,0.753296,0
2006-02-17,0.753296,0.762021,0.752842,0.757863,0.757863,0
2006-02-20,0.757863,0.765990,0.757576,0.760167,0.760167,0
2006-02-21,0.760167,0.764526,0.758668,0.759474,0.759474,0
2006-02-22,0.758898,0.761151,0.750469,0.755858,0.755858,0
2006-02-23,0.755858,0.764234,0.755572,0.757117,0.757117,0
2006-02-24,0.757117,0.763068,0.757002,0.757576,0.757576,0
2006-02-27,0.757576,0.766284,0.757002,0.761789,0.761789,0
2006-02-28,0.761789,0.768049,0.761035,0.761615,0.761615,0
2006-03-01,0.761615,0.770891,0.759474,0.764818,0.764818,0
2006-03-02,0.764818,0.773694,0.764818,0.768640,0.768640,0
2006-03-03,0.768640,0.774893,0.765111,0.766989,0.766989,0
2006-03-06,0.766989,0.772201,0.762079,0.762079,0.762079,0
2006-03-07,0.762079,0.767754,0.749625,0.751033,0.751033,0
2006-03-08,0.751033,0.758725,0.737463,0.737572,0.737572,0
2006-03-09,0.737572,0.751993,0.737572,0.741565,0.741565,0
2006-03-10,0.741565,0.758438,0.738280,0.740741,0.740741,0
2006-03-13,0.744325,0.752163,0.742611,0.743992,0.743992,0
2006-03-14,0.743992,0.753579,0.739098,0.749232,0.749232,0
2006-03-15,0.749232,0.755572,0.747664,0.747943,0.747943,0
2006-03-16,0.747943,0.761325,0.747943,0.759013,0.759013,0
2006-03-17,0.759013,0.762486,0.754148,0.758150,0.758150,0
2006-03-20,0.755002,0.757576,0.749344,0.751597,0.751597,0
2006-03-21,0.751597,0.752729,0.743218,0.744768,0.744768,0
2006-03-22,0.744435,0.749064,0.742391,0.745990,0.745990,0
2006-03-23,0.745434,0.753864,0.745156,0.745156,0.745156,0
2006-03-24,0.747105,0.750188,0.741840,0.750188,0.750188,0
2006-03-27,0.745712,0.749906,0.742391,0.742391,0.742391,0
2006-03-28,0.744325,0.746269,0.740302,0.741785,0.741785,0
2006-03-29,0.738280,0.741840,0.735565,0.739645,0.739645,0
2006-03-30,0.741565,0.747943,0.741565,0.744325,0.744325,0
2006-03-31,0.745434,0.748223,0.743494,0.748223,0.748223,0
2006-04-03,0.748223,0.749344,0.745712,0.749064,0.749064,0
2006-04-04,0.749064,0.755002,0.749064,0.753864,0.753864,0
2006-04-05,0.752729,0.754148,0.751033,0.751880,0.751880,0
2006-04-06,0.753012,0.753296,0.747384,0.748223,0.748223,0
2006-04-07,0.751597,0.755287,0.747943,0.747943,0.747943,0
2006-04-10,0.751315,0.751315,0.747105,0.750751,0.750751,0
2006-04-11,0.750751,0.752445,0.747664,0.747664,0.747664,0
2006-04-12,0.749906,0.750188,0.745712,0.745712,0.745712,0
2006-04-13,0.747943,0.749064,0.742391,0.742391,0.742391,0
2006-04-14,0.742391,0.742391,0.742391,0.742391,0.742391,0
2006-04-17,0.742391,0.742391,0.742391,0.742391,0.742391,0
2006-04-18,0.742391,0.751597,0.742391,0.751597,0.751597,0
2006-04-19,0.751597,0.757002,0.751597,0.755287,0.755287,0
2006-04-20,0.756430,0.756830,0.755059,0.756430,0.756430,0
2006-04-21,0.756430,0.760456,0.753466,0.758725,0.758725,0
2006-04-24,0.758725,0.761035,0.757863,0.759590,0.759590,0
2006-04-25,0.759590,0.761325,0.758150,0.758898,0.758898,0
2006-04-26,0.758898,0.758898,0.755858,0.758150,0.758150,0
2006-04-27,0.759013,0.761441,0.754432,0.761035,0.761035,0
2006-04-28,0.761035,0.763068,0.758956,0.762486,0.762486,0
2006-05-01,0.762486,0.762486,0.762486,0.762486,0.762486,0
2006-05-02,0.762486,0.764526,0.758438,0.764351,0.764351,0
2006-05-03,0.763767,0.765404,0.760167,0.761731,0.761731,0
2006-05-04,0.761731,0.763359,0.758035,0.761905,0.761905,0
2006-05-05,0.761905,0.763650,0.761209,0.763475,0.763475,0
2006-05-08,0.763475,0.765169,0.757576,0.759013,0.759013,0
2006-05-09,0.759013,0.759013,0.745712,0.748783,0.748783,0
2006-05-10,0.748783,0.749625,0.739919,0.742115,0.742115,0
2006-05-11,0.740741,0.742666,0.730994,0.735078,0.735078,0
2006-05-12,0.735078,0.735078,0.711744,0.717875,0.717875,0
2006-05-15,0.704225,0.709220,0.653595,0.686342,0.686342,0
2006-05-16,0.681199,0.704225,0.677277,0.691563,0.691563,0
2006-05-17,0.698324,0.712758,0.675676,0.677048,0.677048,0
2006-05-18,0.676727,0.681199,0.661813,0.667557,0.667557,0
2006-05-19,0.669792,0.676819,0.669792,0.676590,0.676590,0
2006-05-22,0.676590,0.676590,0.650618,0.651466,0.651466,0
2006-05-23,0.654450,0.675219,0.652955,0.670691,0.670691,0
2006-05-24,0.645578,0.657549,0.642261,0.645578,0.645578,0
2006-05-25,0.645578,0.645578,0.645578,0.645578,0.645578,0
2006-05-26,0.667557,0.667557,0.647668,0.655738,0.655738,0
2006-05-29,0.659196,0.660066,0.653808,0.655308,0.655308,0
2006-05-30,0.646412,0.654879,0.646412,0.649857,0.649857,0
2006-05-31,0.649857,0.649857,0.636132,0.639713,0.639713,0
2006-06-01,0.637146,0.653595,0.637146,0.653595,0.653595,0
2006-06-02,0.655738,0.665646,0.630915,0.630915,0.630915,0
2006-06-05,0.630915,0.630915,0.630915,0.630915,0.630915,0
2006-06-06,0.635526,0.647668,0.634518,0.640410,0.640410,0
2006-06-07,0.643501,0.651678,0.640615,0.646204,0.646204,0
2006-06-08,0.658111,0.658979,0.643708,0.644122,0.644122,0
2006-06-09,0.649351,0.655824,0.648508,0.651593,0.651593,0
2006-06-12,0.651466,0.654022,0.639386,0.641437,0.641437,0
2006-06-13,0.625391,0.632511,0.619771,0.631393,0.631393,0
2006-06-14,0.631393,0.634921,0.622278,0.627746,0.627746,0
2006-06-15,0.627746,0.635122,0.626566,0.627235,0.627235,0
2006-06-16,0.632511,0.635324,0.628536,0.629921,0.629921,0
2006-06-19,0.629921,0.630716,0.623325,0.626566,0.626566,0
2006-06-20,0.625391,0.625587,0.614251,0.617284,0.617284,0
2006-06-21,0.615006,0.619579,0.600060,0.606061,0.606061,0
2006-06-22,0.607533,0.616903,0.591366,0.598050,0.598050,0
2006-06-23,0.595061,0.598265,0.570939,0.588582,0.588582,0
2006-06-26,0.591017,0.609199,0.583771,0.601866,0.601866,0
2006-06-27,0.603027,0.616903,0.603027,0.613949,0.613949,0
2006-06-28,0.610314,0.625195,0.610128,0.625195,0.625195,0
2006-06-29,0.625391,0.627549,0.619195,0.627353,0.627353,0
2006-06-30,0.633714,0.641643,0.630915,0.633714,0.633714,0
2006-07-03,0.633312,0.650618,0.633312,0.648929,0.648929,0
2006-07-04,0.649140,0.655308,0.648508,0.648929,0.648929,0
2006-07-05,0.648508,0.648508,0.624220,0.629723,0.629723,0
2006-07-06,0.625000,0.643915,0.622161,0.642261,0.642261,0
2006-07-07,0.643915,0.657895,0.637552,0.645828,0.645828,0
2006-07-10,0.643087,0.649773,0.641231,0.649773,0.649773,0
2006-07-11,0.647459,0.652316,0.646621,0.649351,0.649351,0
2006-07-12,0.651890,0.651890,0.643087,0.645786,0.645786,0
2006-07-13,0.639386,0.639386,0.629921,0.633192,0.633192,0
2006-07-14,0.634115,0.639182,0.625587,0.634115,0.634115,0
2006-07-17,0.629921,0.634115,0.625587,0.634115,0.634115,0
2006-07-18,0.633112,0.638162,0.632911,0.634598,0.634598,0
2006-07-19,0.636943,0.645578,0.632911,0.645578,0.645578,0
2006-07-20,0.648508,0.649773,0.644538,0.647543,0.647543,0
2006-07-21,0.647543,0.649562,0.644745,0.648088,0.648088,0
2006-07-24,0.646204,0.651890,0.643501,0.651890,0.651890,0
2006-07-25,0.651890,0.657030,0.651042,0.654450,0.654450,0
2006-07-26,0.654450,0.661594,0.653168,0.659848,0.659848,0
2006-07-27,0.659848,0.673401,0.659848,0.673401,0.673401,0
2006-07-28,0.673401,0.674536,0.666667,0.674172,0.674172,0
2006-07-31,0.674172,0.678058,0.671366,0.671592,0.671592,0
